"Company","Model","Buyer Gender","Buyer Age","Country","Color","New Car","Sale Price","Discount","Resell Price","Top Speed"
"Ford","Crown Victoria","Female","33","India","Violet","1","27858.82","0.2679","5034.9","149"
"Pontiac","Firebird","Male","27","India","Maroon","","35030.65","0.6697","34625.78","120.3"
"Isuzu","Trooper","Male","28","India","Turquoise","","17127.02","0.0798","9958.46","212.2"
"Mitsubishi","Diamante","Female","54","India","Orange","1","11201.71","0.039","19140.08","248.2"
"Chevrolet","Camaro","Female","72","India","Violet","1","97291.83","0.5169","42896.66","135.8"
"Buick","Regal","Male","39","India","Red","","59769.14","0.21","43625.42","154.1"
"Toyota","T100 Xtra","Female","64","India","Teal","","62921.56","0.3378","44940.78","238.9"
"Mercury","Grand Marquis","Female","68","India","Pink","1","37868.5","0.6947","44410.42","191.2"
"Suzuki","Swift","Female","37","India","Fuscia","1","87281.67","0.5844","2402.25","247.4"
"Hyundai","Tucson","Female","30","India","Crimson","","27229.84","0.3318","15139.66","147.9"
"Acura","Legend","Male","72","India","Blue","1","72489.91","0.5311","34502.46","123.3"
"Nissan","NV3500","Female","55","India","Green","1","62442.81","0.2823","32135.94","206"
"Buick","Regal","Male","25","India","Mauv","","26852.03","0.5876","14979.76","214.4"
"BMW","7 Series","Female","52","India","Maroon","","45865.82","0.4211","7332.75","189.9"
"Nissan","JUKE","Male","58","India","Indigo","","86567.65","0.5492","35480.34","147.9"
"Dodge","Ram Van 2500","Female","64","India","Violet","","49447.54","0.583","23789.08","123.3"
"Mercury","Sable","Male","56","India","Fuscia","1","13687.75","0.2921","26336.14","234.4"
"Acura","MDX","Female","73","India","Turquoise","","97865.83","0.0912","47909.87","163.5"
"Volkswagen","Jetta","Male","51","India","Orange","1","23466.56","0.0113","34748.31","162.1"
"Oldsmobile","98","Male","35","India","Purple","1","50085.4","0.1586","34261.33","184.3"
"Porsche","Boxster","Female","43","India","Yellow","","70683.13","0.6988","43168.8","231"
"Pontiac","Bonneville","Female","69","India","Turquoise","1","75544.02","0.3788","37784.08","235.7"
"Mercury","Montego","Female","75","India","Teal","1","73530.93","0.6368","38175.41","156.5"
"Volkswagen","Passat","Female","39","India","Orange","","87245.39","0.2881","10385.53","196.9"
"Honda","Accord","Female","54","India","Indigo","","32852.71","0.6975","17658.42","126"
"Kia","Spectra","Female","73","India","Goldenrod","","62561.17","0.4199","30439.1","133.4"
"Pontiac","Firebird","Female","50","India","Mauv","","24432.15","0.0999","6379.54","145.1"
"Infiniti","Q","Female","66","India","Indigo","","49657.07","0.5553","8446.67","124.9"
"Subaru","XT","Female","68","India","Green","","78902.39","0.1648","23197.29","173.2"
"Lexus","GS","Male","67","India","Indigo","","81598.03","0.1894","2997.41","248.5"
"Chevrolet","Suburban 2500","Male","70","India","Puce","1","61169.86","0.3831","48470.3","164.9"
"Saturn","L-Series","Female","57","India","Crimson","1","84706.98","0.4758","44547.99","230.4"
"Nissan","Rogue","Female","57","India","Khaki","1","76240.93","0.3914","46940.46","133.8"
"Jaguar","XK","Female","62","India","Crimson","1","16653.1","0.2803","43715.34","134.8"
"Infiniti","G","Male","36","India","Purple","","63261.19","0.5039","47867.69","135.5"
"Ford","Escort","Female","58","India","Teal","","15025.11","0.354","42268.13","220.9"
"Chevrolet","Traverse","Male","38","India","Teal","","58237.73","0.5989","2150.28","245.9"
"Chevrolet","Camaro","Female","45","India","Aquamarine","1","54733.34","0.5913","17923.14","194.8"
"Lincoln","Mark VII","Male","41","India","Pink","","39322.78","0.2983","4917.33","207.5"
"Mercedes-Benz","Sprinter 3500","Male","21","India","Orange","","61450.64","0.421","7862.62","232.9"
"Nissan","Stanza","Female","61","India","Crimson","","72038.36","0.4825","36644.91","238.2"
"Volvo","960","Female","30","India","Crimson","1","31797.54","0.0521","36019.21","141.5"
"Volkswagen","Golf","Male","44","India","Puce","1","53718.03","0.6809","11551.41","224.3"
"Hummer","H1","Male","29","India","Blue","","44825.88","0.1142","29157.55","170.8"
"Chevrolet","TrailBlazer","Male","29","India","Goldenrod","1","61782.43","0.0701","12167.02","227.8"
"Land Rover","Range Rover","Male","35","India","Violet","1","50390.53","0.6756","38741.79","203.4"
"Lincoln","Town Car","Male","59","India","Indigo","1","36343.52","0.3971","16322.13","125.3"
"Rolls-Royce","Phantom","Female","66","India","Indigo","","23214.85","0.1217","9504.64","165"
"Audi","A5","Male","44","India","Teal","1","46709.42","0.0677","26953.28","190"
"Mercedes-Benz","SL-Class","Male","40","India","Maroon","1","18530.17","0.3892","22951.35","224.3"
"Toyota","Sequoia","Female","31","India","Aquamarine","","63408.92","0.6363","44171.04","141.9"
"Ford","Mustang","Female","69","India","Khaki","1","15664.73","0.3129","37701.75","175.2"
"Mitsubishi","Outlander","Male","52","India","Red","","42263.78","0.2586","33826.55","172.3"
"Maybach","62","Male","62","India","Indigo","1","28635.7","0.0823","27229.61","220.9"
"Volkswagen","Corrado","Male","74","India","Khaki","","23630.4","0.3244","34475.1","128.2"
"Lotus","Esprit","Female","23","India","Turquoise","","28719.97","0.6622","15385.91","174.8"
"Nissan","200SX","Male","35","India","Indigo","","48916.82","0.1455","24382.12","120"
"Porsche","944","Female","66","India","Orange","1","29526.18","0.4387","33041.56","222.5"
"Volkswagen","New Beetle","Male","54","India","Purple","1","17545.09","0.3851","37648.07","123.9"
"Mercury","Milan","Female","47","India","Khaki","","79100.72","0.5219","13309.96","169.3"
"Ford","F250","Female","68","India","Puce","1","25300.36","0.4009","8980.4","234.6"
"Chrysler","Town & Country","Female","59","India","Pink","","20081.97","0.6037","19727.63","166.4"
"Subaru","Outback","Female","28","India","Violet","1","25483.85","0.0016","31384.86","165"
"Ford","Aerostar","Male","56","India","Maroon","1","68905.38","0.6583","6946.48","222.9"
"Mitsubishi","Mirage","Male","39","India","Teal","","92252.26","0.2074","25178.2","182.3"
"Chevrolet","Monza","Male","52","India","Maroon","1","47741.34","0.3161","36765.48","126.9"
"Dodge","Dakota","Female","34","India","Red","1","12680.24","0.3758","43724.83","204.9"
"Lexus","GX","Male","36","India","Aquamarine","","43610.28","0.3442","19575.91","141.5"
"Ford","Econoline E250","Male","47","India","Violet","","94026.57","0.4882","44139.56","226.3"
"Kia","Forte","Male","22","India","Orange","1","58376.96","0.4769","2303.26","150.9"
"Saab","09-Mar","Male","70","India","Khaki","","21618.69","0.5919","3177.37","147.8"
"Volkswagen","Golf","Female","63","India","Teal","1","51800.98","0.6662","15079.69","216.6"
"Ford","Mustang","Female","59","India","Purple","1","49656.51","0.6783","18008.53","243.1"
"Subaru","XT","Female","48","India","Orange","1","87106.17","0.0112","20729.68","167"
"Chevrolet","Malibu","Male","20","India","Yellow","1","86395.26","0.5561","4586.42","166.9"
"Chevrolet","Silverado 3500","Male","74","India","Green","","19855.94","0.3968","6615.66","181.6"
"Jaguar","XK Series","Male","56","India","Mauv","","24361.17","0.6002","23531.59","158.9"
"Ford","Laser","Female","71","India","Crimson","1","77447.23","0.591","35191.45","180.8"
"Buick","Electra","Male","68","India","Blue","","15365.12","0.3168","42648.36","180.1"
"GMC","Jimmy","Female","41","India","Indigo","","43694.57","0.1422","25300.85","233.7"
"Dodge","Stratus","Male","63","India","Turquoise","1","20758.61","0.6354","30823.92","186"
"GMC","Yukon XL 2500","Female","40","India","Aquamarine","","80234.72","0.3922","27030.91","123.7"
"Pontiac","Grand Prix","Female","53","India","Mauv","1","85245.29","0.135","48072.85","130.2"
"GMC","Yukon Denali","Male","25","India","Aquamarine","","83953.45","0.6485","5971.05","229.3"
"BMW","5 Series","Male","62","India","Yellow","","51180.93","0.3382","15741.97","222.2"
"Mitsubishi","Mighty Max Macro","Female","31","India","Purple","","19885.36","0.0511","34813.19","173.6"
"Volvo","S80","Male","62","India","Red","","72242.45","0.4786","41135.58","130.9"
"Dodge","Magnum","Female","24","India","Mauv","1","66912.19","0.3485","34642.08","123.5"
"Toyota","Camry","Male","71","India","Pink","1","81801.94","0.4631","41770.25","172.3"
"Honda","Civic","Female","26","India","Khaki","","19302.09","0.5771","16620.63","176.6"
"Chevrolet","Corvette","Male","41","India","Red","1","54806.86","0.5734","8795.31","154.9"
"BMW","X5","Male","38","India","Violet","","23218.21","0.3372","37839.5","249.3"
"Saab","09-Mar","Female","70","India","Crimson","","19836.09","0.3571","5763.85","232.2"
"Ford","Tempo","Female","34","India","Violet","","89264.51","0.2746","27332.42","187"
"GMC","Savana 3500","Male","66","India","Fuscia","","82516.76","0.3774","43854.05","183.6"
"Pontiac","Bonneville","Male","25","India","Violet","","46084","0.4209","22262.3","164"
"Volkswagen","Golf","Female","71","India","Red","1","40683.43","0.4543","18003.79","145.5"
"Nissan","Titan","Male","33","India","Purple","1","24958.71","0.3214","39598.42","127.8"
"Volkswagen","Touareg","Male","21","India","Red","1","88145.98","0.3767","48422.52","219.1"
"Volvo","V50","Male","40","India","Crimson","1","93885.07","0.6902","23932.33","165.5"
"Buick","Century","Male","36","India","Goldenrod","","54879.75","0.2635","16650.56","182.1"
"Mitsubishi","Eclipse","Female","27","India","Puce","1","65378.38","0.1578","15573.16","192.9"
"Buick","Reatta","Female","67","India","Violet","","15451.01","0.0088","14132.08","249.5"
"Pontiac","Sunfire","Female","40","India","Pink","","70348.95","0.6589","47722.76","227.1"
"Ford","Escape","Male","39","India","Indigo","1","21793.8","0.4042","48281.54","145.5"
"Chevrolet","S10 Blazer","Female","33","India","Khaki","","92620.7","0.3559","27430.4","192.9"
"Ford","Falcon","Female","47","India","Mauv","1","34611.32","0.1336","29083.99","163.8"
"Oldsmobile","Bravada","Male","67","India","Fuscia","","76789.49","0.6786","34572.7","160.7"
"GMC","1500 Club Coupe","Male","66","India","Red","1","83052.92","0.3569","46732.76","198.9"
"Ford","E250","Male","22","India","Puce","1","88799.8","0.559","22041.74","220.1"
"Pontiac","LeMans","Male","38","India","Maroon","","80279.93","0.4601","39115.75","123.7"
"Volkswagen","GTI","Male","58","India","Indigo","","29570.28","0.1838","48075.31","185.1"
"Mitsubishi","Truck","Female","66","India","Mauv","1","69074.55","0.5765","3862.15","155"
"Lexus","SC","Male","49","India","Goldenrod","","10743.69","0.0865","46709.01","227.6"
"Toyota","Land Cruiser","Female","24","India","Goldenrod","","14706.7","0.0043","39214.12","224.2"
"GMC","Sierra 2500","Female","58","India","Orange","1","79044.57","0.6894","41828.57","202.4"
"Jaguar","XK","Male","68","India","Purple","","84169.1","0.6296","12833.9","146.3"
"Chevrolet","Silverado 1500","Female","47","India","Fuscia","","65825.47","0.1539","27509.27","120.4"
"Buick","Coachbuilder","Female","26","India","Yellow","","15644.3","0.5314","8963.56","166.2"
"Volkswagen","Touareg","Male","41","India","Blue","1","25028.16","0.4497","2982.52","205.8"
"Ford","Taurus","Female","65","India","Violet","","42583.35","0.4229","38303.52","195.8"
"Kia","Optima","Male","75","India","Violet","1","89518.95","0.1579","13092.93","153.5"
"Volvo","XC90","Male","36","India","Crimson","","92701.22","0.6833","28226.25","227.1"
"Nissan","Titan","Female","69","India","Pink","1","73909.55","0.574","7001.9","222.6"
"Cadillac","Seville","Male","39","India","Aquamarine","1","64187.32","0.043","23769.83","137.6"
"Toyota","Yaris","Female","32","India","Crimson","1","22242.94","0.0483","5547.52","208.3"
"Pontiac","Montana","Male","62","India","Turquoise","1","37173.73","0.3196","38715.97","124.2"
"GMC","Yukon","Male","31","India","Orange","1","49149.57","0.5389","46237.06","214.5"
"Honda","Accord","Female","53","India","Pink","1","84582.47","0.3655","2354.2","204.7"
"GMC","Sierra","Female","46","India","Violet","","50184.62","0.6318","48391.98","216.9"
"Oldsmobile","Custom Cruiser","Female","34","India","Red","","23221.05","0.4899","13917.05","243.6"
"Nissan","Armada","Male","44","India","Pink","1","37179.13","0.5264","11944.16","219.4"
"Infiniti","FX","Female","75","India","Maroon","1","90149.96","0.4392","10611.09","190.2"
"Ford","F250","Female","59","India","Fuscia","1","90966.81","0.2075","8146.51","132.6"
"Toyota","Camry Hybrid","Female","40","India","Goldenrod","1","24811.73","0.3167","40529.76","233.3"
"Mercury","Sable","Male","65","India","Yellow","1","36345.75","0.2067","12256.35","178.3"
"Mazda","B-Series","Female","35","India","Yellow","1","73838.99","0.0307","33036.3","238.2"
"Lincoln","Navigator","Female","60","India","Khaki","1","30520.26","0.2263","49177.98","195.1"
"Volkswagen","Passat","Female","71","India","Purple","","42507.47","0.2133","39776.5","220.7"
"Subaru","BRZ","Male","71","India","Violet","","21746.79","0.2315","21109.34","152"
"Oldsmobile","Silhouette","Male","36","India","Indigo","1","52468.48","0.4459","15685.23","202.5"
"Ford","F250","Female","61","India","Aquamarine","","90246.75","0.5038","3839.44","145.8"
"Hyundai","Sonata","Female","63","India","Teal","1","15985.64","0.3691","15697.3","190.2"
"Acura","MDX","Male","47","India","Red","1","83365.36","0.2223","5534.19","212.7"
"Toyota","Celica","Male","67","India","Yellow","","43982.68","0.2747","8672.77","161.5"
"Chevrolet","Camaro","Male","53","India","Maroon","","98651.8","0.1063","34499.33","157"
"Cadillac","Seville","Female","54","India","Red","","36524.77","0.3837","23081.43","171.9"
"Honda","Civic","Female","70","India","Pink","1","43107.95","0.3391","31625.8","193.6"
"Chevrolet","Sportvan G20","Female","57","India","Red","","58487.31","0.1726","28206.83","211.7"
"Volkswagen","riolet","Female","25","India","Maroon","1","75060.17","0.0211","30980.71","126.8"
"Maybach","62","Female","67","India","Maroon","","91912.03","0.1561","22037.8","128.9"
"Lamborghini","Diablo","Female","48","India","Fuscia","","21082.45","0.5191","34106.92","178.3"
"Land Rover","Range Rover","Male","52","India","Mauv","1","49661.2","0.2265","13461.68","245.3"
"Acura","NSX","Male","39","India","Yellow","","52548.67","0.5773","27718.22","246.9"
"Toyota","4Runner","Male","31","India","Puce","","20789.51","0.621","2764.13","236.5"
"Jeep","Wrangler","Male","45","India","Crimson","1","88332.14","0.3591","5277.51","132.4"
"Chevrolet","Suburban 2500","Male","49","India","Aquamarine","","48521.33","0.4137","26549.56","201.1"
"Land Rover","LR4","Male","36","India","Khaki","1","58044.17","0.3598","40506.15","124.5"
"Pontiac","LeMans","Male","34","India","Violet","1","94898.26","0.5589","35712.12","140.8"
"Ford","Crown Victoria","Male","32","India","Turquoise","1","64532.74","0.5066","47142.74","123.3"
"Ford","Crown Victoria","Male","50","India","Puce","","39753.68","0.4117","40886.55","202.4"
"Porsche","944","Male","50","India","Maroon","1","41407.26","0.1291","3883.21","125.8"
"Ford","Escape","Female","51","India","Indigo","1","52661.88","0.4995","26476.99","183"
"Ford","Explorer","Male","55","India","Aquamarine","1","20559.04","0.5661","31709.57","192.9"
"Dodge","Charger","Male","24","India","Mauv","1","99908.29","0.5148","26905.3","125.4"
"Mazda","323","Male","21","India","Aquamarine","","27630.48","0.0242","39829.18","191.1"
"Toyota","Corolla","Female","45","India","Pink","1","13198.09","0.385","38399.08","225"
"Ford","Edge","Female","60","India","Aquamarine","1","19740.71","0.2208","7221.58","145.3"
"Infiniti","M","Male","24","India","Crimson","1","51086.72","0.4065","23675.05","135.1"
"Lotus","Elise","Male","40","India","Teal","","27336.34","0.6524","38748.5","247.3"
"GMC","Safari","Male","47","India","Turquoise","","86037.38","0.3558","18375.48","157.6"
"Mazda","Mazda2","Male","59","India","Khaki","1","54916.01","0.4457","14263.23","239.3"
"Land Rover","Range Rover Sport","Male","60","India","Goldenrod","","92190.98","0.0385","40325.35","168.4"
"Land Rover","LR2","Male","32","India","Yellow","","29039","0.2203","19480.06","151.1"
"Austin","Mini Cooper","Female","41","India","Indigo","1","42735.73","0.2379","10823.78","245.9"
"Chevrolet","Suburban 2500","Female","56","India","Red","","13968.06","0.2537","18414.64","129.8"
"Volkswagen","Eos","Female","71","India","Orange","1","93294.51","0.6368","27411.57","143.3"
"Toyota","Land Cruiser","Female","50","India","Red","","44794.08","0.1994","17256.99","211.6"
"Ford","F350","Female","43","India","Goldenrod","","73400.51","0.3621","9756.26","201"
"Mazda","Mazda6 Sport","Male","59","India","Indigo","","27005.45","0.5263","26996.9","168.4"
"Toyota","Tacoma","Male","48","India","Fuscia","","23954.41","0.4741","34503.45","243.2"
"Hyundai","Sonata","Female","55","India","Crimson","1","42855.52","0.0424","5552.01","238.3"
"Mazda","MPV","Female","40","India","Red","","47084.03","0.2036","16004.78","185.4"
"Volkswagen","Golf","Female","23","India","Aquamarine","","52043.02","0.558","7585.05","126.7"
"Lotus","Exige","Female","37","India","Orange","","12653.14","0.2679","27243.56","156.8"
"Honda","CR-V","Female","47","India","Pink","","71049.49","0.3474","7675.47","160.4"
"Dodge","Ram 2500","Male","22","India","Red","1","41012.39","0.192","42920.31","181.1"
"Cadillac","STS-V","Female","61","India","Blue","1","95685.9","0.6602","35190.09","155.8"
"Isuzu","Ascender","Female","56","India","Indigo","1","81529.23","0.0377","14106.33","179.7"
"Cadillac","SRX","Female","73","India","Violet","","43337.17","0.5248","29392.18","214.6"
"Mercury","Tracer","Male","35","India","Pink","1","64892.78","0.2333","4454.35","122.8"
"Acura","RL","Male","55","India","Aquamarine","","54225.35","0.1341","12229.59","217.3"
"Kia","Sorento","Male","50","India","Blue","","68735.2","0.539","45502.51","163.8"
"Chevrolet","Monte Carlo","Female","35","India","Aquamarine","","27137.34","0.1146","7209.26","242"
"Chevrolet","Express 1500","Male","58","India","Mauv","","60957.98","0.1816","38046.61","177.7"
"Pontiac","Bonneville","Male","65","India","Teal","1","80992.55","0.5761","32600.81","136.2"
"Chevrolet","Lumina","Female","31","India","Green","","11123.95","0.132","43222.02","169.7"
"Pontiac","Solstice","Male","29","India","Turquoise","","54082.46","0.239","18670.52","224.7"
"BMW","Z4","Female","61","India","Teal","1","17198.55","0.0671","7469.78","244.8"
"Pontiac","G8","Female","46","India","Indigo","","31851.67","0.2365","41402.81","160"
"Toyota","Sienna","Male","22","India","Turquoise","1","82740.86","0.2829","31056.82","243.5"
"Chevrolet","Sportvan G20","Male","70","India","Aquamarine","","54028.3","0.3848","31438.31","142.1"
"Toyota","4Runner","Female","27","India","Mauv","1","72868.45","0.6581","21261.85","133.2"
"Plymouth","Voyager","Male","39","India","Violet","1","13382","0.2416","16141.34","149.9"
"Toyota","Camry","Female","70","India","Goldenrod","1","55202.49","0.2132","6786.08","169.2"
"Volvo","S80","Male","71","India","Khaki","1","87332.71","0.3623","12764.56","224.6"
"Chrysler","Crossfire Roadster","Female","38","India","Indigo","","62246.67","0.6972","6989.86","151"
"Toyota","Camry Hybrid","Female","48","India","Teal","","54287.78","0.4105","44911.38","183.7"
"Infiniti","G","Male","71","India","Indigo","","47696.27","0.1954","39241.61","214.2"
"Porsche","Carrera GT","Female","69","India","Red","1","39840.26","0.2142","21464.24","122.8"
"Maserati","Spyder","Male","68","India","Pink","","67083","0.6142","44001.51","142.1"
"Honda","del Sol","Male","50","India","Aquamarine","","20708.5","0.4122","3485.52","221.1"
"Mercedes-Benz","CLK-Class","Female","75","India","Maroon","","46760.69","0.1851","4756.95","187"
"Volkswagen","Touareg","Male","39","India","Green","1","67243.33","0.2718","9142.67","200.8"
"Lexus","RX","Female","37","India","Aquamarine","","97349.37","0.0611","28353.21","160.7"
"Pontiac","Aztek","Male","53","India","Khaki","1","96850.67","0.1103","14183.47","138.1"
"Land Rover","Defender 90","Female","35","India","Fuscia","1","32385.18","0.1542","25272.61","149.8"
"BMW","1 Series","Female","46","India","Teal","1","84410.5","0.171","12827.97","179.2"
"Toyota","Tercel","Male","47","India","Crimson","1","42547.94","0.0761","25312.72","185.1"
"Jeep","Cherokee","Female","34","India","Teal","1","21510.07","0.428","27762.74","167.1"
"Mercedes-Benz","500SEL","Male","72","India","Teal","1","70622.2","0.3208","26810.44","231.9"
"Chevrolet","2500","Female","54","India","Green","","77459.67","0.6205","6002.86","175.4"
"Buick","Park Avenue","Female","54","India","Fuscia","","51209.86","0.6269","12253.72","196.4"
"Mazda","RX-8","Female","60","India","Indigo","","27879.92","0.1486","20156.64","130.9"
"Volkswagen","Passat","Female","52","India","Maroon","1","70291.39","0.6963","45154.88","197.5"
"Honda","Prelude","Female","60","India","Orange","","78414.33","0.5298","27194.03","231.3"
"Ford","E350","Female","40","India","Yellow","","77173.73","0.0088","3658.27","142.5"
"Chevrolet","Suburban 1500","Male","53","India","Indigo","1","84135.07","0.0308","42936.95","237.5"
"Mitsubishi","Lancer Evolution","Female","52","India","Puce","","35438.57","0.3178","15875.59","167.6"
"Suzuki","Forenza","Female","26","India","Maroon","","39803.84","0.5917","27140.79","236.9"
"Chevrolet","Silverado 3500","Male","73","India","Purple","1","68381.41","0.4511","11820.08","213.8"
"Lincoln","Continental","Female","36","India","Crimson","","60500.66","0.3961","8955.22","239.4"
"Hyundai","Sonata","Female","28","India","Blue","","78121.23","0.3882","4200.05","215"
"Mercedes-Benz","C-Class","Female","68","India","Yellow","1","94777.04","0.3547","19838.61","175"
"Honda","Fit","Female","74","India","Teal","1","28891.44","0.2447","16353.33","142.7"
"Oldsmobile","Bravada","Male","26","India","Fuscia","","15305.36","0.1171","16478.18","180.2"
"Nissan","240SX","Male","60","India","Goldenrod","","63987.1","0.629","9752.1","215.1"
"Dodge","Dakota","Female","23","India","Violet","","70411.81","0.2599","40851.02","233.5"
"Lincoln","Navigator L","Male","20","India","Crimson","","20548.99","0.5069","27606","207.9"
"Dodge","Ram Van 3500","Male","72","India","Violet","","54107.27","0.2627","24873.22","243"
"Porsche","968","Female","32","India","Red","1","57825.11","0.4456","4934.75","220.8"
"Lincoln","Continental","Female","51","India","Goldenrod","1","27614.26","0.6707","32143.12","193.1"
"Chevrolet","Corvette","Male","26","India","Aquamarine","1","52455.07","0.6413","40286.62","218.4"
"Lexus","ES","Male","69","India","Green","","12486.98","0.6226","33344.21","155.9"
"Audi","80/90","Female","63","India","Yellow","1","80843.51","0.1105","39574.26","168.9"
"Mitsubishi","Outlander","Female","56","India","Violet","","64081.56","0.0959","28135.39","153.7"
"Mitsubishi","Galant","Female","38","India","Mauv","1","23834.28","0.6058","14752.86","148.4"
"Mercedes-Benz","R-Class","Male","56","India","Red","","55765.33","0.549","33491.14","144.2"
"Mitsubishi","Eclipse","Male","64","India","Turquoise","","42138.96","0.4407","44835.7","125.8"
"Toyota","Venza","Female","26","India","Orange","1","12288.66","0.3994","3037.03","124.8"
"Lexus","IS","Male","75","India","Crimson","1","56176.86","0.1821","28538.86","121.6"
"Morgan","Aero 8","Male","42","India","Mauv","1","33255.49","0.6538","11438.35","173.6"
"Lotus","Esprit","Male","52","India","Purple","1","31843.89","0.1049","2327.43","222.8"
"Mitsubishi","3000GT","Male","29","India","Green","1","84279.29","0.3591","11970.28","208.1"
"Mercedes-Benz","C-Class","Male","25","India","Teal","","22877.76","0.2949","40018.44","172"
"Chevrolet","Sportvan G10","Female","67","India","Orange","","13681.66","0.0708","7808.61","168.7"
"Ford","E250","Male","32","India","Indigo","","18553.65","0.6787","7321.9","124"
"Ford","Explorer","Male","56","India","Aquamarine","","46390.08","0.3387","8919.71","146.4"
"Ford","F150","Female","54","India","Pink","","25367.48","0.5362","16996.45","148.7"
"Buick","LeSabre","Male","61","India","Blue","","53662.18","0.6604","44882.36","207.9"
"Infiniti","Q","Female","36","India","Turquoise","1","81621.29","0.3036","39654.52","247.4"
"Maybach","62","Female","68","India","Khaki","","17377.43","0.5269","20033.81","133.6"
"Toyota","RAV4","Male","30","India","Orange","","51403.55","0.2962","20091.16","140"
"Mitsubishi","Sigma","Female","44","India","Purple","","83554.69","0.0625","36132.33","202.9"
"Audi","A4","Male","46","India","Purple","","49068.26","0.5049","23066.91","242.2"
"BMW","5 Series","Male","22","India","Crimson","1","24714.08","0.4764","41589.12","203.6"
"Ford","Explorer Sport Trac","Male","49","India","Puce","","35230.76","0.3388","41439.14","142.1"
"Chevrolet","Suburban 2500","Female","38","India","Puce","","98970.02","0.2681","36020.91","184.1"
"Pontiac","Grand Prix","Male","53","India","Goldenrod","","78661.84","0.5223","21154.34","155.8"
"Aston Martin","V8 Vantage","Male","32","India","Blue","1","97899.09","0.0593","24490.72","201.4"
"Ford","Explorer","Female","40","India","Green","1","76645.42","0.3437","2587.18","186.8"
"Mazda","Mazdaspeed 3","Female","39","India","Mauv","","86318.76","0.0661","46314.77","156.8"
"Lexus","SC","Female","69","India","Aquamarine","","37960.8","0.2536","37292.43","172.5"
"Chrysler","PT Cruiser","Female","54","India","Puce","","27877.95","0.4239","48754.55","160.4"
"Jeep","Cherokee","Female","23","India","Orange","1","33904.37","0.1776","26026.81","202.5"
"Chevrolet","2500","Female","66","India","Teal","1","28566.08","0.1614","11184.88","214.2"
"Isuzu","Impulse","Female","31","India","Purple","","70682.38","0.1006","20432.76","197.5"
"Mitsubishi","Mirage","Male","73","India","Orange","","30988.66","0.1658","16014.47","222.6"
"Mitsubishi","Pajero","Female","74","India","Pink","","44085.38","0.527","13179.31","154.6"
"Spyker","C8 Spyder","Female","34","India","Indigo","1","68150.21","0.5619","24981.67","197.7"
"Mitsubishi","Eclipse","Female","31","India","Yellow","","46651.48","0.1443","42798.44","223.7"
"Mazda","B-Series","Male","40","India","Turquoise","","58101.66","0.5461","23408.54","194.3"
"Oldsmobile","Bravada","Male","66","India","Red","","50836.48","0.4884","5203.68","201.1"
"Kia","Sorento","Female","27","India","Red","1","71558.97","0.6664","8916.97","120.2"
"GMC","Sierra 3500","Female","75","India","Turquoise","1","71042.86","0.26","34425.91","206.3"
"Toyota","Yaris","Female","50","India","Green","1","13428.2","0.0192","15188.38","136.9"
"Oldsmobile","Bravada","Male","46","India","Goldenrod","","35091.63","0.3901","9144.79","165"
"Pontiac","Bonneville","Female","58","India","Puce","","90606.57","0.2112","13862.68","157.8"
"Dodge","Caravan","Female","34","India","Purple","1","98496.04","0.0184","34635.4","214"
"Honda","Prelude","Female","47","India","Turquoise","","46611.67","0.6925","39260.66","177.5"
"Mercury","Grand Marquis","Male","66","India","Maroon","1","65480.16","0.081","24985.35","209.2"
"Mazda","RX-7","Female","26","India","Maroon","","12833.74","0.4358","15563.33","205.7"
"Kia","Sorento","Female","72","India","Fuscia","","46678.34","0.0356","49055.02","187"
"Nissan","Sentra","Female","31","India","Goldenrod","1","59222.86","0.5538","28236.33","125.4"
"GMC","Savana 3500","Male","35","India","Purple","","80694.49","0.6931","2062.61","124.5"
"Mitsubishi","Chariot","Female","74","India","Khaki","1","76490.73","0.4347","48606.96","183.3"
"Ford","Focus","Male","60","India","Yellow","1","71478.3","0.5296","5189.95","123.7"
"Land Rover","Range Rover","Female","49","India","Teal","1","83115.1","0.3593","32953.41","146.3"
"Mazda","Familia","Female","30","India","Teal","","73831.65","0.5662","34848.55","218.5"
"Mercedes-Benz","E-Class","Female","22","India","Mauv","1","26400.66","0.657","38174.52","121.3"
"Volkswagen","Eos","Female","54","India","Purple","1","37826.98","0.0216","10151.1","236.4"
"Subaru","Justy","Male","49","India","Puce","1","44381.98","0.4618","14733.82","192.7"
"Audi","A6","Female","56","India","Blue","1","18163.84","0.4723","40511.33","237.7"
"Ford","Country","Female","62","India","Aquamarine","","47265.99","0.641","9787.38","155.5"
"Mitsubishi","Mirage","Female","40","India","Blue","1","87227.76","0.6052","45280.06","122.7"
"Dodge","Neon","Male","29","India","Khaki","","60451.05","0.0801","44541.29","135.3"
"Ford","Five Hundred","Female","26","India","Mauv","","49089.54","0.319","40993.3","155.8"
"Audi","S6","Female","39","India","Blue","","61097.35","0.1239","15974.66","196.6"
"Mercedes-Benz","E-Class","Male","66","India","Fuscia","","75714.9","0.6694","33688.92","244.3"
"Chevrolet","Avalanche 1500","Male","51","India","Crimson","","85993.74","0.1163","12151.33","218.2"
"Chevrolet","Silverado 2500","Male","66","India","Pink","1","62849.81","0.3491","5794.53","197.3"
"GMC","Suburban 1500","Male","57","India","Mauv","1","32860.88","0.0829","21726.52","239.3"
